Data Source	World Development Indicators			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Tariff rate, applied, simple mean, manufactured products (%)"	TM.TAX.MANF.SM.AR.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2.55	2.84	5.86	4.32	3.3	3.14	3.95	4.23	2.82	2.23	2.86	3.31	2.3	3.04	1.75	1.68	1.76	1.7	1.8	1.67	1.59	1.6	2	1.51	1.5	1.47	2.07	2.03	1.75	1.87	1.81	1.79	1.6
Belgium	BEL	Unmet need for contraception (% of married women ages 15-49)	SP.UWT.TFRT	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	3.4	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Population, female"	SP.POP.TOTL.FE.IN	4649965	4666854	4687136	4724146	4770961	4816344	4850759	4879547	4900485	4916162	4922923	4933960	4955462	4973208	4990837	5006958	5017268	5024527	5029994	5035067	5040981	5041036	5039669	5039089	5038622	5039540	5040539	5043872	5058896	5076328	5090672	5108986	5129278	5149004	5164627	5175217	5185158	5197588	5208451	5219839	5231510	5248012	5269639	5289562	5310399	5337874	5371633	5409818	5451570	5494816	5544815	5617613	5653189	5679989	5703536	5732314	5753945	5766141	5781326	5802420	5828325
Belgium	BEL	"Population ages 65 and above, total"	SP.POP.65UP.TO	1086878	1104082	1122246	1144592	1169183	1193354	1220249	1245060	1266569	1284567	1297673	1318383	1337300	1351928	1364950	1376738	1395158	1412507	1425885	1430449	1424173	1417155	1398551	1376154	1360100	1356466	1371757	1397817	1432671	1466699	1494260	1525771	1552481	1575186	1595483	1614690	1639761	1664882	1688391	1709963	1729026	1749584	1769109	1785372	1798968	1811864	1826377	1837725	1848809	1864031	1888644	1924385	1954045	1984942	2015071	2045400	2081793	2113968	2147000	2183661	2225019
Belgium	BEL	"Population ages 40-44, female (% of female population)"	SP.POP.4044.FE.5Y	4.952961255	5.119599823	5.566390854	6.154146727	6.663966073	6.965512822	7.089061846	7.028467624	6.847028121	6.656421103	6.526094032	6.445765936	6.401740833	6.379623347	6.350611617	6.29715217	6.221587515	6.141971507	6.055876751	5.959573485	5.854315424	5.738044495	5.601282707	5.485475857	5.454129025	5.541879622	5.732171293	6.046109101	6.417521341	6.741727092	6.954404262	7.063979554	7.066868917	7.005807252	6.953320659	6.953351466	6.987641789	7.062242961	7.164546958	7.27009787	7.361623075	7.43175606	7.4947309	7.541321264	7.558513273	7.53795613	7.456632307	7.342154798	7.209218993	7.076725895	6.957045499	6.849987146	6.750780324	6.658392695	6.574657597	6.504420315	6.442017644	6.391401523	6.354936707	6.334895202	6.331346602
Belgium	BEL	"Population ages 15-19, female (% of female population)"	SP.POP.1519.FE.5Y	5.808574253	5.993952548	6.314450248	6.694620922	7.018523618	7.218846566	7.32690676	7.322424549	7.248554859	7.181078723	7.167021516	7.206984218	7.282912995	7.383753723	7.487785431	7.579242488	7.662904907	7.74337315	7.804414069	7.824015622	7.790236565	7.698620392	7.553364713	7.372687742	7.186178042	7.013238641	6.866852992	6.734736175	6.608925169	6.478507564	6.339769209	6.213748388	6.077536806	5.938986205	5.814426659	5.716755264	5.666912596	5.649449496	5.652421423	5.658753159	5.65893293	5.710001007	5.7352932	5.734237296	5.719419038	5.704950071	5.743965764	5.783660876	5.809605463	5.803853157	5.760338034	5.729775942	5.663014491	5.567951052	5.465305084	5.375187937	5.32917905	5.304464905	5.298873376	5.30837546	5.329906295
Belgium	BEL	Female headed households (% of households with a female head)	SP.HOU.FEMA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Mortality rate, adult, female (per 1,000 female adults)"	SP.DYN.AMRT.FE	109.843	104.955	109.121	108.219	106.876	108.532	107.567	105.054	106.533	107.028	105.605	103.068	102.407	100.927	99.508	101.292	98.744	96.147	96.154	93.27	90.931	88.329	88.539	88.413	83.768	81.82	82.06	78.65	76.679	76.563	75.087	72.279	73.418	71.674	73.275	71.387	70.658	70.724	70.916	67.493	68.703	67.722	66.905	65.357	62.807	62.164	61.11	63.062	61.626	61.099	59.259	59.442	57.003	57.458	53.212	53.933	51.237	49.29	49.245	\N	\N
Belgium	BEL	"Unemployment, total (% of total labor force) (national estimate)"	SL.UEM.TOTL.NE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2.099999905	2.700000048	2.799999952	3	5.099999905	6.5	5.670000076	7.900000095	6.960000038	9.100000381	11.35000038	13	11.65999985	11.88000011	11.31999969	11.27999973	11.26000023	10.13000011	8.279999733	7.25	6.989999771	6.699999809	8.079999924	9.649999619	9.340000153	9.479999542	8.960000038	9.319999695	8.649999619	6.590000153	6.179999828	6.909999847	7.679999828	7.360000134	8.43999958	8.25	7.460000038	6.980000019	7.909999847	8.289999962	7.139999866	7.539999962	8.430000305	8.520000458	8.479999542	7.829999924	7.090000153	5.949999809	5.360000134	5.550000191
Belgium	BEL	"Unemployment with advanced education, female (% of female labor force with advanced education)"	SL.UEM.ADVN.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	4.619999886	4.590000153	3.140000105	3.400000095	3.650000095	3.690000057	3.779999971	4.559999943	4.949999809	3.869999886	3.690000057	4.599999905	4.630000114	3.809999943	3.920000076	5.170000076	4.71999979	4.300000191	4.389999866	4.679999828	3.329999924	3.049999952	3.299999952
Belgium	BEL	"Labor force participation rate, total (% of total population ages 15+) (national estimate)"	SL.TLF.CACT.NE.ZS	\N	49.88000107	\N	\N	\N	\N	\N	\N	\N	\N	49.15999985	\N	\N	\N	\N	\N	\N	41.22999954	\N	42.04000092	42.11000061	40.04000092	\N	50.68000031	49.74000168	49.95999908	49.86999893	49.11000061	48.63999939	48.40000153	48.34000015	49.27000046	49.63000107	49.72999954	50.33000183	50.54000092	50.40999985	50.52000046	50.84999847	51.90999985	52.29000092	50.88999939	51.18999863	51.34999847	52.02999878	53.29999924	53.11000061	53.59000015	53.68000031	53.47000122	54.06999969	53.20000076	53.25	53.56000137	53.50999832	53.31000137	53.11000061	53.84000015	54.18999863	54.38999939	53.83000183
Belgium	BEL	"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)"	SL.TLF.ACTI.1524.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	35.54199982	36.49000168	36.21900177	34.41400146	35.16600037	33.84199905	32.73099899	31.99099922	32.59500122	32.83800125	35.69499969	33.5870018	33.81999969	33.51200104	34.03099823	35.02399826	34.7120018	33.88700104	33.41400146	32.44599915	32.51499939	31.98800087	31.48900032	30.99900055	30.20400047	30.00499916	28.46699905	28.06900024	29.61300087	30.95599937	28.3920002
Belgium	BEL	"Average working hours of children, study and work, male, ages 7-14 (hours per week)"	SL.TLF.0714.SW.MA.TM	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Child employment in manufacturing, female (% of female economically active children ages 7-14)"	SL.MNF.0714.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Vulnerable employment, female (% of female employment) (modeled ILO estimate)"	SL.EMP.VULN.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	13.20999956	14.21000051	13.77000046	13.20000029	14.05999947	13.64999962	13.02999973	12.46999979	13.69000006	11.49000025	11.01999998	11.37999988	10.6500001	9.420000076	9.950000048	9.389999866	9.25999999	8.670000076	8.990000248	8.390000224	8.590000033	8.409999967	8.429999828	8.490000248	8.689999938	8.2900002	8.160000205	8.489999771	8.629999757	\N
Belgium	BEL	"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)"	SL.EMP.1524.SP.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	33.45500183	32.59999847	29.85499954	29.60899925	28.85499954	29.34799957	28.47100067	29.15099907	27.4090004	33.66699982	31.77599907	31.31100082	30.41300011	30.19300079	29.73800087	30.36800003	29.96699905	29.73800087	27.40800095	27.29100037	27.73999977	27.82600021	25.35300064	24.53000069	24.99600029	24.0340004	24.42200089	26.3409996	27.25499916	25.53300095
Belgium	BEL	Poverty gap at $5.50 a day (2011 PPP) (%)	SI.POV.UMIC.GP	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.4	\N	\N	0.6	\N	\N	\N	0.9	\N	\N	0.6	\N	0.5	\N	\N	0.5	\N	\N	0.4	0.1	0.3	0.2	0.2	0.1	0.1	0.2	0.2	0.2	0.2	0.1	0.1	0.1	0.2	0.1	\N	\N
Belgium	BEL	Income share held by lowest 20%	SI.DST.FRST.20	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	9.7	\N	\N	9.6	\N	\N	\N	9.5	\N	\N	8.6	\N	9	\N	\N	8.4	\N	\N	8.5	8.4	8.7	8.7	8.6	8.7	8.5	8.6	8.6	8.7	8.6	8.6	8.6	8.6	8.7	8.9	\N	\N
Belgium	BEL	Domestic general government health expenditure (% of general government expenditure)	SH.XPD.GHED.GE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	12.06895447	12.43329906	12.28861809	13.30643272	14.18483257	13.30051422	13.95321083	13.95266056	14.31735039	14.40196323	14.44044971	14.30055046	14.24161053	14.32508659	14.54330635	14.73883247	15.66378307	16.02390099	15.84235859	15.70790672	\N
Belgium	BEL	Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line)	SH.UHC.NOP2.ZG	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)"	SH.STA.WASH.P5	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.3	\N	\N	\N	\N
Belgium	BEL	"Prevalence of overweight (modeled estimate, % of children under 5)"	SH.STA.OWGH.ME.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	3.9	3.9	4	4	4	4	4.1	4.1	4.2	4.2	4.3	4.4	4.5	4.5	4.6	4.7	4.8	4.9	4.9	5	5.1
Belgium	BEL	Female genital mutilation prevalence (%)	SH.STA.FGMS.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Prevalence of current tobacco use, males (% of male adults)"	SH.PRV.SMOK.MA	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	31.3	\N	\N	30	\N	29.2	\N	28.3	\N	27.6	\N	26.9	\N	\N
Belgium	BEL	"Immunization, DPT (% of children ages 12-23 months)"	SH.IMM.IDPT	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	95	95	95	95	95	95	95	95	80	94	93	92	95	97	96	94	95	87	79	87	95	95	95	95	95	97	98	98	99	98	98	98	99	99	99	99	98	98	98	98	\N
Belgium	BEL	"People using safely managed drinking water services, rural (% of rural population)"	SH.H2O.SMDW.RU.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Probability of dying among adolescents ages 10-14 years (per 1,000)"	SH.DYN.1014	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1.1	1	1	1	0.9	0.9	0.9	0.8	0.8	0.8	0.8	0.7	0.7	0.7	0.7	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.4	0.4	0.4	0.4
Belgium	BEL	Prevalence of anemia among women of reproductive age (% of women ages 15-49)	SH.ANM.ALLW.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	11.2	11	10.9	10.8	10.7	10.8	10.8	10.8	10.9	10.9	10.9	11.1	11.3	11.4	11.6	12	12.3	12.8	13.2	13.6	\N
Belgium	BEL	"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"	SG.DMK.ALLD.FN.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"School enrollment, tertiary (% gross)"	SE.TER.ENRR	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	17.13532066	17.54558945	19.5174408	20.50785065	20.80525017	\N	\N	24.39678955	25.64981079	25.11825943	24.48595047	26.41571045	27.14603043	28.19136047	30.88913918	31.67756081	32.99660873	34.00875092	35.55627823	37.68367004	39.10773087	\N	44.85168839	47.91450882	53.43436813	55.44696045	\N	\N	57.12717056	58.16905975	58.8563385	59.38277817	59.83446121	61.02286911	61.08547974	61.65359116	61.20013046	62.08623886	65.26769257	67.82901001	69.8425293	71.1920166	72.11549377	72.99739838	74.55976105	75.89064026	79.66172791	78.90116882	80.13816833	\N
Belgium	BEL	"Adolescents out of school, female (% of female lower secondary school age)"	SE.SEC.UNER.LO.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.973089993	\N	\N	3.6042099	1.699280024	\N	\N	\N	\N	\N	1.133980036	4.752679825	5.810709953	4.088429928	2.303119898	1.669460058	1.595039964	0.891849995	0.91328001	2.616760015	3.199749947	1.65831995	1.115509987	0.169310004	\N
Belgium	BEL	"School enrollment, secondary, private (% of total secondary)"	SE.SEC.PRIV.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	60.7684288	59.38029861	57.83813095	57.41149902	57.49142075	57.78342819	57.31103134	57.11228943	57.30595016	57.58293915	57.37636185	57.61634827	58.1063385	57.90991974	58.52281189	58.74522018	58.74520874	58.27807999	58.69543076	58.76477814	58.33723831	\N
Belgium	BEL	"Secondary education, duration (years)"	SE.SEC.DURS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
Belgium	BEL	"Children out of school, primary, male"	SE.PRM.UNER.MA	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	17215	\N	11503	9011	14183	12779	26924	29537	30847	24582	19804	15542	\N	\N	17643	22528	9731	11815	11386	9635	\N	\N	\N	3667	\N	848	4176	10762	11813	9931	6690	4406	4846	5913	5491	4210	4429	4559	3065	2069	1066	2853	5341	\N
Belgium	BEL	"Persistence to last grade of primary, male (% of cohort)"	SE.PRM.PRSL.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	69.95942688	68.61321259	71.70510864	66.7147522	65.42339325	68.17414093	69.52449036	71.91943359	55.28219986	66.75596619	68.45230103	72.93041229	74.52423859	75.74208069	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Gross intake ratio in first grade of primary education, male (% of relevant age group)"	SE.PRM.GINT.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	96.59134	96.34174	98.99422	97.83777	101.00825	102.2001	99.75171	98.23741	94.85713	95.82521	96.07887	98.45554	100.08554	99.59144	99.19681	\N	\N	91.23602	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	95.84824	\N	96.40862	98.00776	94.83866	93.61508	94.75959	96.43013	95.81548	98.25486	97.20071	98.10329	97.18425	96.72237	\N	\N	\N
Belgium	BEL	Trained teachers in preprimary education (% of total teachers)	SE.PRE.TCAQ.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Literacy rate, youth total (% of people ages 15-24)"	SE.ADT.1524.LT.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Coverage of social safety net programs in 2nd quintile (% of population)	per_sa_allsa.cov_q2_tot	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"PPP conversion factor, private consumption (LCU per international $)"	PA.NUS.PRVT.PP	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.974849	0.96985	0.961997	0.962529	0.964161	0.958869	0.954861	0.956039	0.972443	0.963518	0.924939	0.925129	0.910932	0.926567	0.92146	0.92366	0.92197	0.925834	0.916938	0.903423	0.894068	0.880715	0.88312	0.87123	0.859895	0.865343	0.854022	0.857157	0.846182	0.858237	0.83006
Belgium	BEL	Gross savings (% of GNI)	NY.GNS.ICTR.GN.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	25.91588583	25.72852973	26.81872715	26.97915607	27.45186441	28.38305549	26.7696397	24.54123794	24.96709349	23.46171063	24.17078811	23.65105427	24.07010145	24.65910399	24.58011917	24.92331529	24.32933998	24.85376222	24.74101462
Belgium	BEL	GNI (current LCU)	NY.GNP.MKTP.CN	14635200512	15525971968	16578953216	17795770368	19901181952	21692700672	23296983040	24977586176	26715252736	29621094400	33577810000	36738691000	41140522000	46667599000	54730257000	60562851000	68853585000	74263334000	79660048000	84804980000	91988419000	96523192000	1.03956E+11	1.10076E+11	1.19181E+11	1.27131E+11	1.33181E+11	1.38975E+11	1.4867E+11	1.60722E+11	1.70634E+11	1.79439E+11	1.88378E+11	1.95925E+11	2.08082E+11	2.15111E+11	2.19271E+11	2.29555E+11	2.38273E+11	2.47952E+11	2.62984E+11	2.6928E+11	2.77978E+11	2.8657E+11	3.00941E+11	3.13911E+11	3.29828E+11	3.48399E+11	3.60298E+11	3.52916E+11	3.68714E+11	3.76569E+11	3.95136E+11	4.02559E+11	4.11459E+11	4.22599E+11	4.34211E+11	4.4913E+11	4.64101E+11	4.82755E+11	4.61729E+11
Belgium	BEL	Natural gas rents (% of GDP)	NY.GDP.NGAS.RT.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.00013317	0.000157424	0.00017127	0.000177341	0.000770002	0.000926189	0.000568028	0.000576751	0.000577499	0.000984581	0.00144339	0.000921603	0.00033843	0.000663933	0.001424863	0.00146376	0.00059045	0.000292644	0.00016402	0.000135775	0.00014364	9.92423E-05	3.5893E-05	3.41238E-05	6.30816E-06	1.25468E-06	1.30325E-05	1.08721E-06	0	9.54011E-07	3.15115E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	\N
Belgium	BEL	Discrepancy in expenditure estimate of GDP (current LCU)	NY.GDP.DISC.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	62381000	41879000	216317000	-13965000	-579081000	-401814000	-667623000	-806521000	-1017790000	-1146456000	-1199624000	-814389000	-746299000	-193329000	-308599000	-147164000	123914000	-81889000	-294116000	-625094000	-881780000	-643840000	-458554000	-173759000	-96715000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100000	0	0
Belgium	BEL	Adjusted net national income (current US$)	NY.ADJ.NNTY.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	23186129926	25923724170	32385642503	41740297785	48848149790	57297047840	62432331155	71995892612	87876295185	1.00275E+11	1.06815E+11	87527445071	76508923842	72403789607	69822868249	72671689624	1.01592E+11	1.27119E+11	1.3888E+11	1.40125E+11	1.75509E+11	1.80177E+11	2.00574E+11	1.93748E+11	2.13407E+11	2.4946E+11	2.40921E+11	2.18226E+11	2.22793E+11	2.2143E+11	2.0303E+11	2.00876E+11	2.1788E+11	2.6796E+11	3.09744E+11	3.22778E+11	3.4078E+11	3.92445E+11	4.31115E+11	3.96536E+11	3.95609E+11	4.22122E+11	4.10624E+11	4.32712E+11	4.42766E+11	3.81014E+11	3.91079E+11	4.13468E+11	4.46776E+11	4.38976E+11	\N
Belgium	BEL	Adjusted savings: carbon dioxide damage (current US$)	NY.ADJ.DCO2.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	332174071.9	345240604.2	396471394.1	453878540	492547056.2	496884614.4	570750279.9	603454447.2	708879974.3	810263012.5	871563165.3	894171407.2	920146313.2	845274530.5	928881814.4	970992177.5	997333732.3	1047447153	1079102076	1227837232	1285347201	1421621870	1500246973	1509814475	1645339751	1717516674	1879570714	1910005873	2026883447	2029344661	2137305655	2221880581	2162389116	2369700141	2448325749	2521929095	2623952274	2663941352	2797964658	2740844267	3147892523	2979299500	2954553376	3150577043	3148534563	3453964999	3479996934	3607529988	3767584967	3913081233	\N
Belgium	BEL	"Industry (including construction), value added (% of GDP)"	NV.IND.TOTL.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	26.04581425	25.81088642	26.1098654	25.57068537	24.72584434	24.94383258	24.31215099	23.78733634	23.22665489	22.95999895	22.57377815	22.13992554	22.28195248	21.5954485	20.60002979	20.89458036	20.7778964	20.07524056	19.87919976	19.67482648	19.66988832	19.28822027	19.23536249	18.93257257	19.18212852	19.47408244
Belgium	BEL	"Agriculture, forestry, and fishing, value added (constant LCU)"	NV.AGR.TOTL.KN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2046000000	2046000000	2104600000	2172300000	2186900000	2331900000	2166100000	2390900000	2312200000	2478300000	2410900000	2624700000	2617600000	2633500000	2471000000	2737000000	2792800000	2797600000	2400900000	2406700000	2860300000	2656800000	2772300000	2500400000	2523200000	2351000000
